destination,duration,total_budget,travelers,region,season,purpose,accommodation_type,accommodation,transportation,food,activities,miscellaneous
LAX,12,8781,2,North America,peak,family,hotel,2630.02,2287.09,1718.23,1353.69,791.97
SYD,14,5713,2,Middle East,peak,leisure,hotel,1965.53,933.94,1381.94,887.47,544.12
NYC,11,4608,4,Europe,peak,leisure,hotel,1793.81,806.8,1010.36,775.53,221.49
TYO,13,3520,3,North America,off_peak,business,hotel,1217.61,855.67,750.96,445.58,250.18
DXB,9,2357,4,Asia,off_peak,romantic,hotel,821.14,658.94,446.85,285.65,144.41
LAX,8,9496,5,North America,shoulder,adventure,hostel,2885.53,2189.71,2329.87,1440.55,650.35
LAS,10,9636,1,Europe,off_peak,family,resort,3533.96,2694.73,1922.19,885.26,599.86
LON,12,3289,4,Asia,peak,leisure,resort,1191.28,917.77,601.38,294.48,284.09
DXB,10,4375,3,Oceania,off_peak,adventure,hostel,1582.87,1051.08,870.82,654.47,215.77
LON,1,8105,4,Europe,peak,romantic,hostel,2342.71,2577.42,1387.34,1133.77,663.76
MIA,2,8635,2,Asia,off_peak,family,airbnb,3324.76,2009.81,1892.76,1041.97,365.7
LAX,9,6555,5,Middle East,off_peak,family,resort,2295.02,1968.44,1313.71,634.29,343.54
MIA,8,4382,5,North America,off_peak,romantic,hotel,1224.89,1233.36,827.91,913.45,182.4
BKK,14,7675,5,Asia,peak,family,hostel,2078.38,1994.86,1374.67,1443.22,783.86
MIA,3,7629,5,North America,off_peak,romantic,hotel,1957.19,1735.48,1891.25,1312.44,732.64
BKK,8,5521,5,Middle East,peak,family,resort,1829.41,1256.67,1070.42,842.44,522.06
BKK,12,5235,5,Asia,peak,business,apartment,1596.15,1437.42,997.89,1031.73,171.81
DXB,1,2887,1,Oceania,shoulder,romantic,apartment,912.14,839.15,494.33,453.96,187.41
LON,10,7082,3,Europe,off_peak,adventure,hostel,2474.46,1618.71,1259.11,1148.54,581.18
LAS,4,9633,5,Asia,shoulder,business,airbnb,3385.3,2262.33,1874.53,1229.38,881.47
MIA,3,6366,3,Middle East,shoulder,adventure,hotel,2754.08,1466.49,1097.23,735.86,312.34
LAX,6,3066,5,Asia,peak,family,hostel,1000.4,785.96,578.44,550.12,151.07
BKK,7,1475,4,North America,off_peak,adventure,airbnb,434.39,368.94,360.81,221.79,89.07
LON,4,7712,5,Asia,peak,business,hotel,2987.5,1646.01,1514.46,991.84,572.19
NYC,7,9646,2,Oceania,peak,romantic,resort,3492.9,2553.6,1573.75,1596.02,429.73
TYO,9,1762,1,Asia,off_peak,leisure,apartment,548.69,430.94,410.98,223.74,147.65
DXB,11,5547,4,Europe,peak,adventure,airbnb,2334.01,1152.21,1077.06,678.37,305.35
LAS,2,9635,4,Asia,off_peak,leisure,hotel,2437.42,3264.85,1835.66,1713.96,383.11
PAR,11,7882,2,North America,off_peak,adventure,hostel,2736.45,2136.43,1469.81,1262.64,276.67
DXB,3,6731,5,Asia,peak,adventure,hotel,2192.34,1739.81,1330.91,1181.6,286.34
NYC,5,3827,1,Oceania,peak,romantic,hostel,1103.4,776.58,925.49,751.14,270.4
TYO,3,6130,4,Middle East,shoulder,family,apartment,2088.57,1616.35,1261.89,697.82,465.38
NYC,11,2759,1,Asia,peak,business,apartment,928.3,691.11,417.24,481.11,241.24
MIA,8,1757,4,Asia,off_peak,business,hotel,599.73,480.8,324.45,259.59,92.43
BKK,12,964,5,Europe,shoulder,business,hotel,354.23,211.35,189.11,140.64,68.67
LAS,10,3794,4,Oceania,off_peak,family,hostel,1357.55,842.27,771.44,499.36,323.39
SYD,8,7274,4,Middle East,shoulder,leisure,hostel,2718.33,1250.31,1581.03,1053.03,671.29
BKK,8,7931,3,North America,peak,business,airbnb,3152.59,1336.07,1517.16,1214.77,710.41
SYD,12,1730,5,Asia,peak,leisure,airbnb,663.88,375.44,361.13,264.45,65.11
TYO,12,9576,2,Middle East,peak,family,airbnb,3410.52,2506.16,1947.15,1320.85,391.32
LON,9,4305,2,North America,off_peak,family,hotel,1836.55,898.72,774.34,521.71,273.69
PAR,4,6919,5,Oceania,shoulder,romantic,airbnb,2481.48,1347.86,1482.9,1211.74,395.02
LAX,5,6250,2,Oceania,off_peak,business,hotel,2192.98,1496.24,1012.91,1033.5,514.37
BKK,5,4356,5,Middle East,shoulder,romantic,apartment,1603.92,907.13,1024.96,614.68,205.31
LAS,8,3635,2,North America,peak,business,resort,1162.98,1011.38,822.64,475.71,162.3
NYC,7,7453,3,Oceania,off_peak,family,apartment,2493.99,2221.16,1118.61,1198.17,421.07
LAS,9,9616,2,Middle East,peak,family,hotel,3546.34,2172.51,1624.2,1467.96,804.99
TYO,14,6534,4,Oceania,off_peak,adventure,hotel,2201.88,1697.77,1212.52,829.72,592.11
SYD,8,5089,5,Oceania,peak,adventure,resort,1426.51,1517.62,948.54,980.91,215.42
NYC,2,2046,1,Oceania,off_peak,family,hostel,653.27,401.52,568.02,349.69,73.5
LAX,10,6565,1,Europe,off_peak,family,hostel,2401.08,1838.49,1303.17,705.33,316.94
LAX,12,1594,5,North America,shoulder,leisure,hostel,614.71,381.89,254.8,191.48,151.11
BKK,4,2911,3,Middle East,peak,leisure,airbnb,796.27,838.94,562.11,496.91,216.76
TYO,6,3117,2,Middle East,shoulder,romantic,hostel,1051.44,687.14,701.62,411.8,264.99
LON,12,9454,3,North America,shoulder,adventure,airbnb,3513.26,2417.01,1701.07,1096.92,725.73
TYO,2,4645,1,North America,peak,adventure,airbnb,1233.1,1581.7,1139.36,519.51,171.34
SYD,7,3275,5,North America,off_peak,family,hostel,1007.53,1038.41,575.75,413.2,240.11
LAS,3,7128,5,North America,shoulder,family,hostel,2290.89,1785.15,1436.13,1283.98,331.85
LAX,13,3655,3,Asia,peak,romantic,resort,1210.41,1081.78,677.7,566.44,118.66
LAS,3,4470,3,Middle East,off_peak,adventure,resort,1693.44,842.12,1046.29,638.43,249.72
LAS,11,8472,2,Asia,shoulder,leisure,airbnb,2580.43,2062.06,1951.39,1541.0,337.12
LAS,2,9275,4,Oceania,shoulder,business,resort,3299.56,2149.79,1767.3,1590.21,468.14
LAX,11,5915,4,Oceania,shoulder,romantic,airbnb,1636.07,1495.63,1404.52,871.93,506.85
DXB,8,4831,2,Middle East,off_peak,business,hotel,1799.48,1137.17,962.74,630.61,301.0
MIA,6,2442,4,Oceania,shoulder,leisure,airbnb,833.69,692.23,453.07,260.88,202.13
SYD,1,6526,1,North America,off_peak,leisure,airbnb,2368.57,2081.22,1180.53,659.95,235.73
DXB,12,8801,4,Asia,shoulder,business,resort,3457.43,1397.38,2057.24,1095.04,793.92
SYD,1,691,2,North America,peak,romantic,hotel,255.05,204.34,108.02,100.56,23.03
NYC,7,9595,4,Oceania,shoulder,business,apartment,3022.02,2205.53,2331.43,1066.15,969.88
TYO,8,1361,5,Asia,peak,romantic,apartment,415.94,354.75,248.96,278.54,62.81
TYO,5,7211,3,North America,peak,romantic,apartment,2752.12,1650.46,1578.28,831.76,398.38
PAR,12,9775,1,Middle East,peak,family,hotel,3379.06,2749.33,1669.64,1644.5,332.47
TYO,11,1149,5,North America,off_peak,adventure,hostel,449.3,251.91,183.66,159.04,105.08
LAX,5,4634,5,Oceania,peak,adventure,hotel,1806.31,925.45,966.27,611.27,324.7
LON,4,8087,2,Asia,shoulder,leisure,resort,2396.93,2419.02,1452.7,1173.71,644.64
BKK,14,9328,3,Middle East,off_peak,family,airbnb,3368.89,2146.77,1994.8,1482.34,335.2
PAR,6,1536,3,Asia,peak,adventure,airbnb,442.62,383.08,329.26,268.4,112.65
BKK,14,4631,1,Middle East,off_peak,romantic,resort,1612.48,1332.06,783.9,567.45,335.11
SYD,6,2648,2,Asia,off_peak,romantic,resort,919.78,745.51,399.1,389.39,194.22
BKK,3,5957,1,Oceania,off_peak,business,airbnb,2152.15,1261.06,1217.34,910.21,416.24
BKK,9,6579,4,Middle East,shoulder,business,hostel,2302.92,1967.57,1028.77,842.25,437.48
PAR,12,2930,5,Europe,peak,romantic,hostel,842.12,949.12,484.17,403.57,251.03
NYC,11,2379,1,Asia,off_peak,romantic,hostel,643.37,759.77,500.89,249.55,225.42
LAS,14,8042,5,Asia,off_peak,business,resort,2397.13,2352.55,1440.13,995.89,856.29
TYO,7,2511,2,North America,off_peak,adventure,airbnb,940.55,441.83,494.69,418.68,215.26
TYO,1,3873,4,Middle East,peak,leisure,airbnb,1166.21,1118.16,681.36,572.9,334.37
LAX,13,7857,2,Europe,off_peak,business,airbnb,2808.45,1736.01,1740.71,1100.36,471.47
PAR,7,1789,4,Oceania,off_peak,adventure,hotel,704.57,433.96,331.44,241.94,77.1
LAX,5,1947,4,North America,shoulder,adventure,hotel,637.61,516.37,307.86,370.53,114.63
LON,5,3699,5,Europe,peak,adventure,apartment,1488.49,599.11,767.7,547.75,295.96
LON,14,6881,2,Middle East,shoulder,family,hotel,2130.79,1972.08,1224.43,1027.36,526.35
LAX,13,8022,2,Europe,peak,family,hostel,2934.43,1903.28,1324.0,1385.0,475.29
PAR,2,6559,1,Asia,peak,adventure,hostel,2503.0,1109.5,1336.22,1136.06,474.22
LAX,4,3683,2,Asia,peak,romantic,hostel,1343.71,770.07,715.81,672.67,180.74
TYO,12,5962,1,North America,shoulder,family,hostel,2160.59,1546.5,1425.84,612.25,216.83
DXB,6,3716,3,Middle East,shoulder,business,apartment,1294.96,941.76,567.78,673.2,238.3
MIA,10,3636,3,Middle East,shoulder,family,hostel,1248.28,835.65,923.09,467.81,161.17
BKK,11,3818,3,Europe,shoulder,romantic,resort,1147.14,1078.02,905.89,521.75,165.2
MIA,7,3282,2,North America,off_peak,leisure,resort,992.27,931.06,593.66,638.28,126.73
PAR,11,9682,2,Middle East,off_peak,family,resort,2696.53,1762.92,2466.18,1736.08,1020.29
MIA,5,8157,1,Asia,off_peak,adventure,hotel,2749.71,1668.72,1787.13,1332.85,618.58
LON,9,5420,4,Europe,peak,adventure,airbnb,2020.21,955.89,970.59,1052.02,421.28
SYD,3,6824,1,Oceania,off_peak,adventure,apartment,2730.54,1384.92,1526.43,939.72,242.39
BKK,1,6827,3,Asia,peak,leisure,resort,2684.03,1520.29,1282.72,1006.43,333.52
LAS,4,8917,1,North America,shoulder,romantic,resort,3068.44,2488.93,1449.47,1272.68,637.48
PAR,9,1276,4,Middle East,peak,business,hostel,403.11,303.03,225.16,224.24,120.45
BKK,4,5708,2,Asia,peak,romantic,resort,2129.77,1064.16,1171.06,1050.06,292.95
MIA,2,1187,1,Oceania,off_peak,leisure,hostel,463.12,341.26,169.2,137.81,75.61
LON,10,1029,3,Oceania,shoulder,adventure,hostel,363.27,301.04,197.64,127.42,39.62
NYC,14,5567,3,North America,shoulder,romantic,airbnb,2313.39,1101.18,1263.38,679.74,209.32
DXB,14,8580,2,Asia,off_peak,business,hotel,2760.46,1903.19,1974.31,1067.41,874.62
LAS,5,6018,1,Europe,shoulder,adventure,hostel,2191.98,1507.52,1175.16,951.57,191.77
DXB,3,2653,4,Asia,shoulder,business,hostel,1097.87,640.82,376.2,389.62,148.49
BKK,13,9986,2,Oceania,shoulder,family,airbnb,2555.08,3358.06,1514.72,1582.21,975.93
LON,12,6594,1,North America,off_peak,business,hostel,2489.1,1680.22,1255.28,892.13,277.27
LON,13,7474,5,North America,shoulder,adventure,apartment,2631.6,2014.64,1413.59,858.77,555.4
MIA,9,5274,3,Europe,peak,family,hotel,1955.79,1152.1,1058.49,582.31,525.31
TYO,4,8192,4,North America,peak,adventure,apartment,2820.6,2235.27,1642.29,1258.36,235.48
MIA,6,3603,4,North America,shoulder,adventure,resort,1185.47,1049.48,515.66,653.1,199.29
TYO,2,2940,4,North America,off_peak,family,hotel,890.24,741.04,665.18,426.29,217.25
TYO,6,4635,3,North America,off_peak,business,resort,1737.75,1371.67,813.32,515.72,196.54
LAS,3,7624,1,North America,off_peak,leisure,hostel,2608.83,1704.34,1796.46,1236.51,277.87
MIA,12,5701,2,Oceania,shoulder,leisure,airbnb,1888.87,1235.74,1362.1,739.59,474.69
NYC,12,1344,1,Asia,shoulder,leisure,apartment,445.7,361.23,307.27,173.08,56.72
LAX,9,946,2,Middle East,peak,leisure,resort,344.73,169.6,182.74,197.5,51.43
LAX,11,4415,4,North America,off_peak,romantic,hostel,1827.55,747.4,931.88,694.22,213.96
MIA,2,3609,1,Middle East,peak,leisure,apartment,1156.01,960.61,860.16,506.87,125.36
MIA,12,1734,4,Middle East,peak,family,apartment,584.66,344.55,438.96,305.44,60.39
DXB,12,7087,5,Oceania,off_peak,leisure,resort,2351.31,1219.43,1775.32,1452.47,288.47
LAS,9,726,4,North America,shoulder,adventure,hostel,240.75,239.55,117.16,92.0,36.53
MIA,5,4643,4,Middle East,shoulder,leisure,airbnb,1370.82,842.02,1313.35,841.24,275.57
DXB,8,7685,2,North America,peak,business,resort,2593.37,2332.49,1486.04,977.49,295.6
TYO,2,6058,5,Europe,peak,family,apartment,2622.33,1233.11,1039.99,945.45,217.12
LON,6,686,4,Europe,peak,family,apartment,283.79,176.46,105.87,75.11,44.77
LON,3,3035,4,Europe,peak,romantic,hotel,910.12,863.5,579.48,405.99,275.91
TYO,12,2432,5,Middle East,off_peak,adventure,hostel,775.09,543.55,511.56,427.4,174.4
PAR,12,9540,5,Europe,peak,family,hotel,3682.67,2122.23,1870.52,1131.14,733.44
DXB,14,2532,1,Oceania,peak,business,airbnb,864.15,441.2,714.65,383.5,128.51
DXB,10,1752,2,Oceania,shoulder,leisure,resort,620.15,441.35,403.29,218.41,68.8
TYO,5,6009,5,Middle East,shoulder,family,apartment,2131.69,1444.83,1117.47,970.43,344.58
NYC,12,5574,5,North America,shoulder,business,hostel,1446.74,1854.52,1352.59,685.46,234.69
SYD,8,2381,3,Asia,off_peak,leisure,apartment,783.5,601.91,535.66,300.22,159.71
BKK,10,769,5,North America,off_peak,romantic,hotel,325.63,183.6,124.12,105.38,30.27
TYO,14,2130,2,North America,shoulder,family,hotel,587.31,696.23,403.03,232.3,211.13
MIA,1,4905,4,North America,shoulder,family,resort,1887.16,1101.75,982.02,691.08,242.99
MIA,5,6639,4,North America,peak,business,hostel,2741.92,1206.7,1351.7,706.27,632.41
LAS,3,2074,4,Asia,peak,adventure,hostel,661.63,590.18,338.77,323.21,160.21
TYO,4,2195,4,Europe,off_peak,romantic,resort,990.11,427.36,384.31,296.22,97.0
LAS,2,3758,3,North America,off_peak,adventure,hotel,1448.12,958.26,742.69,459.28,149.65
TYO,9,3762,5,Oceania,peak,family,hotel,1153.91,911.27,887.35,496.93,312.54
DXB,3,1945,4,Middle East,shoulder,adventure,hotel,657.38,617.34,327.07,273.83,69.39
BKK,2,6763,1,Middle East,peak,leisure,apartment,2240.99,1776.9,1578.25,846.88,319.97
DXB,10,8911,4,Oceania,off_peak,romantic,airbnb,3194.99,1922.95,1682.83,1558.91,551.32
SYD,11,552,5,North America,off_peak,adventure,hotel,192.59,142.41,116.6,82.92,17.48
LON,9,6070,4,Asia,peak,leisure,airbnb,1783.73,1948.58,950.31,888.82,498.57
LAX,7,8079,3,Europe,peak,business,airbnb,3195.34,1952.58,1374.68,1184.55,371.85
TYO,6,2166,2,Middle East,peak,adventure,hostel,839.09,556.02,426.85,272.5,71.54
SYD,1,7401,2,Europe,off_peak,romantic,resort,2466.0,1641.67,1615.13,1187.69,490.52
LON,5,3285,5,Asia,shoulder,leisure,apartment,1057.51,1052.08,544.62,489.17,141.63
PAR,12,1219,2,Middle East,peak,adventure,airbnb,465.93,257.87,279.32,171.68,44.21
BKK,11,9097,2,Europe,off_peak,business,apartment,3820.59,1624.7,1727.86,1366.33,557.51
LAS,14,7355,1,Asia,off_peak,adventure,hostel,2813.56,1917.95,1278.4,748.87,596.21
LAS,11,2794,5,Europe,off_peak,leisure,hotel,810.04,828.84,478.95,434.12,242.05
DXB,3,8763,5,North America,peak,adventure,airbnb,3188.63,1951.41,1733.73,1294.34,594.88
MIA,1,9921,2,Asia,peak,romantic,resort,3049.82,3162.67,1795.89,1107.66,804.96
LON,4,4982,2,Europe,shoulder,family,hostel,1255.24,1396.19,1086.33,892.93,351.31
PAR,13,1198,2,North America,off_peak,leisure,apartment,441.77,281.15,253.91,151.81,69.36
SYD,2,7743,3,North America,peak,leisure,hotel,3107.01,1527.39,1392.57,1380.94,335.09
BKK,2,9518,4,Asia,off_peak,leisure,apartment,3111.8,1596.68,2309.11,1682.81,817.6
LON,3,6418,3,Oceania,off_peak,leisure,resort,1903.91,1868.87,1362.85,888.11,394.27
PAR,8,848,5,Middle East,shoulder,adventure,airbnb,304.55,208.29,179.41,98.92,56.83
LAX,8,5874,1,Asia,peak,romantic,resort,1893.98,1348.99,1096.87,1047.91,486.25
TYO,12,8369,4,North America,peak,business,apartment,2962.57,2311.47,1215.88,1374.44,504.63
LAS,7,807,1,North America,off_peak,romantic,apartment,318.35,180.68,159.93,106.09,41.96
SYD,6,3916,5,Asia,off_peak,leisure,resort,1053.29,1219.9,719.37,563.09,360.34
LAS,9,5320,5,Oceania,shoulder,adventure,resort,1487.01,1727.75,1165.68,731.18,208.38
SYD,4,4058,1,Middle East,shoulder,adventure,resort,1344.29,1087.77,821.88,635.18,168.89
DXB,12,4978,1,Europe,shoulder,leisure,hotel,1871.69,908.22,1144.69,617.9,435.5
MIA,1,7031,1,Asia,shoulder,adventure,apartment,2116.68,2162.96,1347.34,1163.62,240.4
SYD,8,5120,5,Middle East,shoulder,leisure,hostel,1980.97,1020.07,1127.3,647.76,343.9
LAS,7,3485,2,Middle East,shoulder,romantic,hotel,1014.57,723.26,781.12,736.97,229.08
DXB,7,8612,1,North America,off_peak,family,hotel,3364.42,2239.43,1735.34,924.57,348.23
SYD,3,8967,4,Europe,shoulder,adventure,hotel,3543.96,1927.55,1756.42,1269.54,469.54
LAX,4,3047,5,Asia,off_peak,leisure,hostel,1047.55,834.97,524.84,443.64,196.0
MIA,10,836,3,North America,off_peak,leisure,resort,362.79,178.78,174.05,92.31,28.07
SYD,9,3479,3,North America,peak,adventure,apartment,1351.6,943.35,578.95,479.27,125.83
DXB,6,4468,4,Oceania,off_peak,business,airbnb,1774.82,743.9,1023.38,701.36,224.53
LON,5,1410,2,Middle East,off_peak,leisure,airbnb,493.04,405.17,204.72,210.78,96.29
NYC,3,2496,1,Asia,shoulder,adventure,apartment,834.56,713.4,415.07,349.79,183.18
PAR,9,3629,5,Asia,off_peak,leisure,hostel,1218.53,867.59,640.66,627.33,274.89
NYC,5,5947,1,Asia,shoulder,business,airbnb,2250.58,1547.02,1040.26,665.79,443.35
NYC,5,6629,5,North America,shoulder,family,hotel,2038.75,1890.25,1248.72,1183.95,267.33
BKK,14,6350,3,Oceania,shoulder,business,airbnb,2641.07,1235.46,1262.93,885.32,325.22
LAX,4,4704,1,Europe,peak,romantic,apartment,1434.7,913.74,1141.88,711.33,502.35
LON,14,7946,4,North America,shoulder,adventure,hotel,2517.77,2770.05,1362.57,881.11,414.5
TYO,4,9019,2,Europe,off_peak,business,airbnb,3787.44,2255.62,1450.4,1066.31,459.23
SYD,12,814,4,Oceania,shoulder,family,apartment,282.09,165.92,172.23,123.88,69.88
PAR,1,1634,2,Middle East,shoulder,leisure,hostel,565.64,349.27,403.21,218.97,96.92
MIA,7,5376,1,Asia,shoulder,adventure,apartment,2415.62,983.83,1106.55,636.84,233.17
LON,9,8602,1,Europe,peak,business,hostel,2560.87,1550.32,1918.94,1846.36,725.52
LAS,3,8847,2,North America,off_peak,family,hotel,2924.73,1969.44,1799.76,1458.85,694.22
TYO,12,6092,3,Europe,peak,business,apartment,2430.99,1099.55,1234.21,932.59,394.66
BKK,13,2224,5,Middle East,off_peak,romantic,resort,820.27,397.7,379.65,450.77,175.62
BKK,2,3843,4,Asia,peak,adventure,resort,1262.17,859.05,880.58,587.11,254.1
LON,3,1386,4,Europe,off_peak,leisure,resort,436.39,295.91,315.2,282.96,55.54
DXB,1,1221,4,Middle East,peak,family,resort,373.73,340.84,270.3,140.36,95.76
NYC,6,8178,1,North America,shoulder,business,resort,2958.94,2222.9,1535.8,1148.69,311.67
LAS,11,9604,4,Oceania,peak,adventure,hostel,3369.27,2491.8,1705.13,1335.09,702.7
BKK,11,3857,5,North America,peak,business,apartment,1659.77,787.87,658.14,603.66,147.56
PAR,7,1370,5,Asia,shoulder,adventure,hotel,539.74,247.07,293.15,238.63,51.41
BKK,11,7251,2,North America,shoulder,romantic,resort,2271.99,1692.54,1456.96,1306.87,522.65
MIA,11,997,1,North America,off_peak,business,resort,350.78,258.05,162.59,190.26,35.32
SYD,2,2256,5,North America,off_peak,romantic,hotel,824.8,512.1,402.19,338.08,178.84
BKK,8,1617,3,North America,off_peak,family,hotel,654.77,386.23,246.46,280.5,49.04
MIA,14,3328,1,Asia,peak,romantic,resort,1178.97,819.71,689.02,543.68,96.62
LON,6,2147,1,Middle East,off_peak,adventure,hostel,900.85,423.75,382.36,350.82,89.22
LON,14,7492,5,Europe,peak,family,hotel,2557.4,2222.57,1337.97,798.53,575.54
TYO,4,7271,3,Oceania,peak,business,apartment,2643.56,1863.83,1329.34,1173.89,260.39
BKK,5,642,2,Europe,off_peak,business,apartment,228.09,177.45,124.0,65.38,47.09
PAR,8,3261,5,Europe,off_peak,adventure,hostel,1127.48,867.67,755.01,332.11,178.72
BKK,14,3935,3,Oceania,peak,leisure,airbnb,1404.94,1063.69,798.71,397.61,270.05
PAR,3,7122,1,Asia,shoulder,leisure,hostel,1996.24,2194.35,1247.29,1242.06,442.06
LAX,3,7569,3,Oceania,shoulder,business,resort,2957.27,1758.67,1410.08,904.64,538.33
TYO,14,5012,1,Asia,peak,adventure,airbnb,1854.66,816.39,1120.62,972.81,247.53
LAX,14,2348,5,Europe,off_peak,leisure,resort,678.59,626.84,534.63,288.22,219.71
BKK,11,3196,5,Asia,peak,romantic,apartment,1302.38,568.55,527.5,508.6,288.97
TYO,4,2217,4,Middle East,peak,business,hotel,854.96,521.25,364.04,318.67,158.08
LAX,1,3572,4,Oceania,off_peak,romantic,resort,1237.28,986.3,637.92,568.25,142.26
NYC,9,9759,4,Middle East,shoulder,adventure,apartment,2669.8,3303.1,1752.09,1618.58,415.43
BKK,8,3286,5,Europe,peak,romantic,hostel,1123.03,825.15,610.2,388.3,339.32
LAX,8,4291,2,Oceania,shoulder,leisure,resort,1268.13,815.37,1158.29,644.2,405.0
NYC,14,9980,5,Europe,shoulder,leisure,apartment,3035.86,2146.68,2253.45,2161.98,382.04
NYC,10,4371,3,Middle East,off_peak,family,hotel,1628.3,782.39,838.16,940.88,181.28
LON,6,2306,5,Europe,peak,business,resort,892.77,393.15,500.4,325.87,193.81
BKK,7,2004,5,Oceania,peak,adventure,apartment,539.23,581.68,419.46,296.78,166.85
NYC,6,3808,1,Oceania,shoulder,business,resort,1264.74,1084.03,626.63,529.65,302.95
LON,9,7617,1,Europe,shoulder,romantic,hotel,2274.15,1918.51,1910.18,1143.9,370.26
LAX,3,5548,1,Oceania,off_peak,adventure,resort,1522.77,1555.12,1167.41,927.37,375.33
MIA,14,8763,5,Oceania,shoulder,adventure,resort,3680.06,1950.64,1697.41,1108.21,326.68
BKK,3,2190,2,Europe,off_peak,leisure,apartment,751.22,550.35,364.97,352.77,170.7
TYO,3,3803,3,Middle East,peak,romantic,airbnb,1475.95,940.97,640.0,587.09,158.98
PAR,10,3613,3,Oceania,off_peak,leisure,resort,1147.05,1177.8,640.86,401.07,246.21
PAR,3,9574,2,Oceania,shoulder,leisure,airbnb,3638.31,1853.77,1666.17,1953.88,461.87
LAX,9,8350,2,Oceania,peak,family,hostel,3262.6,1906.64,1511.62,1011.63,657.52
DXB,12,6916,3,Oceania,off_peak,leisure,resort,2985.78,1416.93,1117.64,796.61,599.05
DXB,4,2004,4,Europe,peak,business,airbnb,719.85,376.58,392.9,323.29,191.39
LAX,13,9424,1,Middle East,off_peak,adventure,hostel,3935.83,1926.64,1725.49,1469.2,366.83
NYC,7,4424,1,Middle East,shoulder,leisure,apartment,1696.1,973.77,779.31,638.12,336.7
BKK,14,9115,3,Asia,shoulder,business,resort,2897.01,2471.95,1695.33,1423.53,627.18
PAR,9,4985,2,Oceania,peak,romantic,apartment,1491.15,829.06,1241.69,1005.21,417.89
PAR,11,8600,4,Oceania,peak,adventure,hostel,3108.79,1606.43,1608.12,1568.59,708.07
NYC,12,9184,3,Asia,peak,romantic,apartment,3117.32,2107.86,1989.02,1408.45,561.34
PAR,7,691,1,Middle East,off_peak,business,apartment,255.27,103.57,153.91,118.33,59.92
TYO,9,9190,5,North America,shoulder,romantic,hotel,3326.99,2094.07,1813.52,1187.02,768.39
BKK,12,5417,2,North America,peak,romantic,hostel,1612.24,1863.94,983.96,617.01,339.85
SYD,3,6331,5,Middle East,peak,romantic,apartment,2353.01,1237.74,1296.93,1140.53,302.79
PAR,4,9948,3,Oceania,peak,leisure,airbnb,3612.26,2149.83,2002.94,1644.89,538.09
LAX,14,4822,1,North America,off_peak,leisure,hostel,1794.38,1050.32,929.16,689.59,358.55
TYO,8,7499,4,Europe,peak,leisure,hotel,2354.17,1608.06,1643.03,1531.36,362.37
PAR,6,9508,5,Europe,peak,adventure,resort,4331.94,1711.67,1633.53,1138.28,692.59
TYO,5,7782,4,Asia,off_peak,business,apartment,3270.25,1516.45,1548.75,886.97,559.59
LON,13,9778,1,Middle East,off_peak,leisure,airbnb,2868.71,2593.1,2251.09,1649.4,415.71
SYD,4,2374,5,Middle East,peak,romantic,hotel,623.25,627.67,509.8,421.29,191.99
LAS,8,9562,4,North America,peak,romantic,hostel,4153.91,2163.42,1710.15,960.24,574.29
LAX,1,5263,4,Oceania,off_peak,romantic,apartment,1823.08,1500.95,847.34,725.63,365.99
LAX,14,8964,5,Middle East,shoulder,romantic,hotel,3212.45,1825.94,2047.26,1046.11,832.25
BKK,9,9721,1,North America,off_peak,family,hotel,3937.66,1994.35,1677.06,1558.26,553.66
TYO,1,1551,4,North America,shoulder,adventure,airbnb,408.04,532.91,308.08,192.04,109.93
NYC,8,8038,3,Middle East,peak,business,resort,2627.38,1710.0,1829.56,1244.05,627.01
LAX,4,7911,5,North America,peak,business,resort,3232.64,2314.99,1084.59,755.75,523.03
TYO,9,6820,2,Asia,shoulder,leisure,resort,2327.91,2020.13,1320.78,761.62,389.56
TYO,14,2605,2,Asia,off_peak,family,hostel,961.97,781.55,405.75,359.66,96.07
MIA,11,807,1,Middle East,peak,business,hotel,277.75,133.56,194.1,130.21,71.38
MIA,5,8237,3,Oceania,shoulder,adventure,hostel,3322.96,1378.47,1621.46,1394.47,519.63
LAS,3,3859,4,Asia,off_peak,romantic,hotel,1416.17,867.58,814.9,522.93,237.43
LON,9,3676,2,Asia,shoulder,leisure,airbnb,1310.71,734.17,753.32,577.66,300.15
LAS,11,1751,1,Middle East,off_peak,adventure,airbnb,481.18,342.97,431.86,333.56,161.43
PAR,14,5866,3,Europe,off_peak,business,hostel,2542.94,1017.71,973.79,780.82,550.74
NYC,14,2017,3,North America,off_peak,family,hostel,826.75,438.43,324.02,329.88,97.92
PAR,9,6726,1,Asia,off_peak,leisure,airbnb,2080.32,1975.96,1210.37,1123.48,335.86
DXB,4,5805,1,Europe,shoulder,business,apartment,1891.7,1651.17,1048.62,811.03,402.48
PAR,11,6369,4,Oceania,shoulder,leisure,resort,2685.82,1055.86,1156.95,880.33,590.04
BKK,4,8539,1,Europe,shoulder,business,resort,3688.56,1455.32,1353.62,1617.6,423.9
PAR,12,5391,4,Middle East,shoulder,romantic,airbnb,1865.5,982.41,1110.18,1058.87,374.04
LAS,8,5492,4,Oceania,shoulder,family,resort,1857.05,1752.39,848.55,562.96,471.05
LAX,2,2461,5,Oceania,off_peak,romantic,apartment,1000.12,500.7,450.51,323.59,186.08
